Gene_ids	Treatment1	Treatment2	Treatment3	Controle1	Controle2	Controle3
ENSG00000270136	0	0	0	0	0	0
ENSG00000226396	11	6	6	6	6	6
ENSG00000158748	5	3	2	2	2	2
ENSG00000162542	241	132	243	254	314	314
ENSG00000178828	0	0	1	0	0	0
ENSG00000235434	0	0	0	0	0	0
ENSG00000169914	326	400	467	348	329	329
ENSG00000188784	0	0	0	0	0	0
ENSG00000242688	0	0	0	0	0	0
ENSG00000188257	1	1	1	0	0	0
ENSG00000127472	0	2	0	0	0	0
ENSG00000117215	0	0	0	0	0	0
ENSG00000158786	2	3	4	6	6	6
ENSG00000227066	0	0	1	0	0	0
ENSG00000187980	0	0	0	0	0	0
ENSG00000162543	0	0	0	0	0	0
ENSG00000228105	0	0	0	0	0	0
ENSG00000284710	0	0	0	0	0	0
ENSG00000158816	0	0	1	0	0	0
ENSG00000226664	0	0	0	0	0	0
ENSG00000236963	0	0	0	1	0	0
ENSG00000226487	0	0	0	0	0	0
ENSG00000284641	0	0	0	0	0	0
ENSG00000284743	0	0	0	0	0	0
ENSG00000162545	1903	1474	1632	3355	2698	2698
ENSG00000090432	703	387	509	584	719	719
ENSG00000215520	1	0	1	0	0	0
ENSG00000183114	0	0	0	0	0	0
ENSG00000158825	0	0	0	0	0	0
ENSG00000158828	170	71	181	234	374	374
ENSG00000284005	0	0	0	0	0	0
ENSG00000117242	121	97	115	120	134	134
ENSG00000244038	6281	3721	4908	4959	5643	5643
ENSG00000117245	17	10	14	9	13	13
ENSG00000235432	0	0	0	0	0	0
ENSG00000189410	72	69	95	50	51	51
ENSG00000233069	0	0	0	0	0	0
ENSG00000127483	3919	3988	4249	4317	3458	3458
ENSG00000075151	2923	3399	3661	2885	2577	2577
ENSG00000251914	0	0	0	0	0	0
ENSG00000221808	0	0	0	0	0	0
ENSG00000233072	0	1	0	2	0	0
ENSG00000236073	1	0	0	0	0	0
ENSG00000235112	1	0	0	0	0	0
ENSG00000287192	0	0	0	1	0	0
ENSG00000117298	2686	1788	2810	2073	2936	2936
ENSG00000236936	0	0	0	0	0	0
ENSG00000231105	0	0	0	1	0	0
ENSG00000236216	1	0	1	1	2	2
ENSG00000228823	0	0	0	0	0	0
ENSG00000236009	0	0	0	0	0	0
ENSG00000227001	6	9	9	9	5	5
ENSG00000187952	0	1	1	0	1	1
ENSG00000186543	0	0	0	0	0	0
ENSG00000142794	428	382	429	441	396	396
ENSG00000176378	0	0	0	0	0	0
ENSG00000162551	0	0	0	0	1	1
ENSG00000233431	0	0	0	2	0	0
ENSG00000076864	552	276	573	707	986	986
ENSG00000090686	1493	1404	1420	1532	1248	1248
ENSG00000231978	0	0	0	0	0	0
ENSG00000187942	0	1	0	1	0	0
ENSG00000142798	242	161	441	138	299	299
ENSG00000232037	1	0	0	1	1	1
ENSG00000283234	0	1	1	0	0	0
ENSG00000219073	0	0	0	0	0	0
ENSG00000285959	0	0	0	0	0	0
ENSG00000273610	0	0	0	0	0	0
ENSG00000201919	0	0	0	0	0	0
ENSG00000142789	0	0	0	0	0	0
ENSG00000278124	0	0	0	0	0	0
ENSG00000201273	0	0	0	0	0	0
ENSG00000228397	0	0	1	0	0	0
ENSG00000218510	22	33	41	22	26	26
ENSG00000070831	2573	2000	2138	3055	2202	2202
ENSG00000285752	14	13	15	8	15	15
ENSG00000285794	0	0	0	0	0	0
ENSG00000230068	0	0	0	0	0	0
ENSG00000271428	0	0	0	0	0	0
ENSG00000162552	84	40	65	79	108	108
ENSG00000285873	14	9	5	8	9	9
ENSG00000266564	0	0	0	0	0	0
ENSG00000234397	31	13	16	3	0	0
ENSG00000279625	0	0	0	0	0	0
ENSG00000184677	841	859	1074	822	928	928
ENSG00000237200	1	4	5	2	0	0
ENSG00000070886	5	1	7	0	4	4
ENSG00000276835	0	0	0	0	0	0
ENSG00000173372	0	0	0	0	0	0
ENSG00000159189	0	0	0	0	0	0
ENSG00000173369	0	0	0	0	0	0
ENSG00000133216	234	130	255	255	302	302
ENSG00000265422	0	0	0	0	0	0
ENSG00000225952	0	0	0	0	0	0
ENSG00000264014	0	0	0	0	0	0
ENSG00000215906	0	0	0	0	0	0
ENSG00000227868	1	1	2	0	0	0
ENSG00000004487	3039	2475	2523	2472	2120	2120
ENSG00000240553	0	0	0	0	0	0
ENSG00000263793	0	0	0	0	0	0
ENSG00000266802	0	0	0	0	0	0
ENSG00000169641	682	879	937	982	827	827
ENSG00000229010	0	0	0	1	0	0
ENSG00000206935	0	0	0	0	0	0
ENSG00000252578	0	0	0	0	0	0
ENSG00000179546	100	82	85	150	122	122
ENSG00000215381	10	2	3	0	1	1
ENSG00000261326	38	65	74	26	37	37
ENSG00000284726	2	3	0	4	0	0
ENSG00000125944	5304	4436	4609	4666	3752	3752
ENSG00000125945	480	430	478	684	548	548
ENSG00000249087	27	22	29	23	34	34
ENSG00000201405	0	0	0	0	0	0
ENSG00000271420	3	0	2	1	0	0
ENSG00000204219	213	121	172	249	261	261
ENSG00000232482	0	0	0	0	0	0
ENSG00000088280	523	330	508	534	740	740
ENSG00000007968	574	447	524	256	262	262
ENSG00000235052	10	3	7	11	7	7
ENSG00000117318	367	159	357	367	644	644
ENSG00000285802	4	0	2	8	1	1
ENSG00000197880	1	1	0	0	0	0
ENSG00000229239	0	0	0	0	0	0
ENSG00000142676	25256	16559	17711	23596	21595	21595
ENSG00000236810	21	13	16	20	13	13
ENSG00000011007	1403	1194	1407	1342	1219	1219
ENSG00000057757	752	542	594	623	564	564
ENSG00000011009	571	166	486	351	688	688
ENSG00000117308	931	467	722	583	790	790
ENSG00000117305	503	331	383	709	747	747
ENSG00000179163	669	537	587	982	764	764
ENSG00000188822	1	0	1	3	3	3
ENSG00000229106	0	0	0	0	0	0
ENSG00000232557	0	0	0	0	0	0
ENSG00000264926	0	0	0	0	0	0
ENSG00000230228	2	0	0	1	1	1
ENSG00000189266	705	571	635	838	558	558
ENSG00000188529	2795	2764	2841	2211	1734	1734
ENSG00000215905	0	0	0	0	0	0
ENSG00000225315	0	0	0	1	0	0
ENSG00000142661	2	1	2	0	0	0
ENSG00000230703	0	0	0	0	0	0
ENSG00000142677	13	4	6	4	8	8
ENSG00000185436	37	34	26	47	66	66
ENSG00000230023	0	0	0	0	4	4
ENSG00000232298	0	1	2	1	1	1
ENSG00000158055	133	145	177	547	648	648
ENSG00000001460	99	72	98	134	129	129
ENSG00000001461	422	337	430	697	686	686
ENSG00000286061	0	0	1	3	0	0
ENSG00000117602	241	215	246	365	277	277
ENSG00000264443	0	0	0	0	0	0
ENSG00000184454	7	1	7	7	10	10
ENSG00000227312	0	0	0	0	0	0
ENSG00000239106	0	0	0	0	0	0
ENSG00000133226	1668	1658	1932	1666	1674	1674
ENSG00000284699	0	0	1	0	0	0
ENSG00000169504	3106	3182	3319	4022	2616	2616
ENSG00000238482	0	0	0	0	0	0
ENSG00000020633	0	0	0	1	0	0
ENSG00000278034	0	0	0	0	0	0
ENSG00000229162	0	0	0	0	0	0
ENSG00000261025	0	0	0	0	1	1
ENSG00000264371	0	0	0	0	0	0
ENSG00000285823	0	0	0	0	0	0
ENSG00000233755	0	0	0	0	0	0
ENSG00000233419	0	0	0	0	0	0
ENSG00000231953	0	0	0	0	0	0
ENSG00000117614	904	709	685	1308	958	958
ENSG00000284602	11	4	8	7	10	10
ENSG00000284657	1	0	1	2	2	2
ENSG00000117616	577	543	608	626	644	644
ENSG00000272432	2	0	1	1	0	0
ENSG00000261349	3	4	2	5	2	2
ENSG00000187010	1	2	2	5	5	5
ENSG00000224183	0	1	0	0	1	1
ENSG00000259984	0	0	0	0	0	0
ENSG00000183726	1942	1444	1545	2190	1627	1627
ENSG00000188672	8	8	10	13	13	13
ENSG00000238084	1	0	0	0	0	0
ENSG00000204178	633	527	562	818	663	663
ENSG00000157978	888	476	759	683	918	918
ENSG00000225643	3	3	4	3	4	4
ENSG00000117643	294	197	293	308	339	339
ENSG00000233478	1	0	0	0	0	0
ENSG00000162430	1368	682	1509	1034	1586	1586
ENSG00000255054	0	0	0	0	0	0
ENSG00000228172	11	16	12	24	29	29
ENSG00000117640	632	444	615	703	742	742
ENSG00000272478	0	0	0	0	0	0
ENSG00000127423	277	196	257	210	125	125
ENSG00000236528	0	0	0	1	1	1
ENSG00000182749	112	75	112	164	214	214
ENSG00000207302	0	0	0	0	0	0
ENSG00000117632	5621	4213	4239	3502	2424	2424
ENSG00000229786	0	0	0	0	0	0
ENSG00000223624	1	1	0	0	0	0
ENSG00000283938	0	0	0	0	0	0
ENSG00000158006	439	318	382	575	479	479
ENSG00000207237	0	0	0	0	0	0
ENSG00000252190	0	0	0	0	0	0
ENSG00000252691	0	0	0	0	0	0
ENSG00000158008	3	2	2	1	7	7
ENSG00000158014	0	0	1	1	0	0
ENSG00000284309	0	1	1	0	0	0
ENSG00000158022	1	2	1	3	1	1
ENSG00000175087	487	533	465	640	481	481
ENSG00000197245	3	0	1	0	0	0
ENSG00000282872	0	0	0	0	0	0
ENSG00000236782	3	1	0	2	2	2
ENSG00000142684	0	0	0	0	0	0
ENSG00000142675	503	256	531	418	786	786
ENSG00000188782	3	0	3	0	0	0
ENSG00000236155	0	0	0	0	0	0
ENSG00000278572	0	0	0	0	0	0
ENSG00000130695	1004	850	1033	573	576	576
ENSG00000270733	0	0	1	0	0	0
ENSG00000142669	984	545	863	912	1085	1085
ENSG00000158062	351	209	319	178	314	314
ENSG00000169442	0	1	0	0	0	0
ENSG00000176092	38	14	48	51	88	88
ENSG00000225854	0	0	1	1	0	0
ENSG00000176083	0	0	1	0	0	0
ENSG00000131914	0	0	0	0	0	0
ENSG00000117682	790	626	735	732	814	814
ENSG00000223583	4	1	2	0	1	1
ENSG00000225891	1	3	6	5	1	1
ENSG00000198830	2041	1578	1789	1613	1765	1765
ENSG00000224129	0	0	0	1	0	0
ENSG00000117676	935	563	884	904	1016	1016
ENSG00000238705	0	1	0	0	0	0
ENSG00000243905	0	0	0	0	0	0
ENSG00000252802	0	0	0	0	0	0
ENSG00000252429	0	0	0	0	0	0
ENSG00000229247	0	0	0	0	0	0
ENSG00000238316	0	0	0	0	0	0
ENSG00000235069	0	0	0	0	0	0
ENSG00000260063	12	14	12	12	20	20
ENSG00000117713	2015	2061	2561	1950	2450	2450
ENSG00000060642	453	300	375	556	533	533
ENSG00000241188	0	0	0	1	0	0
ENSG00000287810	0	0	0	0	0	0
ENSG00000204160	875	508	789	631	798	798
ENSG00000175793	2012	593	1735	1272	2131	2131
ENSG00000142751	639	432	615	617	611	611
ENSG00000226698	0	0	0	0	0	0
ENSG00000198746	281	158	248	254	322	322
ENSG00000090273	2309	1230	1659	1148	1453	1453
ENSG00000131910	2	0	3	2	2	2
ENSG00000175707	323	139	249	249	326	326
ENSG00000172746	3	3	2	6	0	0
ENSG00000224064	0	1	0	2	1	1
ENSG00000225294	1	1	2	0	3	3
ENSG00000253368	119	105	87	94	69	69
ENSG00000158246	91	47	67	76	102	102
ENSG00000090020	1984	1132	2127	1864	2855	2855
ENSG00000229985	0	1	0	1	0	0
ENSG00000214973	3	4	0	3	1	1
ENSG00000225159	3	7	6	5	3	3
ENSG00000225990	0	0	1	0	0	0
ENSG00000224311	0	0	0	0	0	0
ENSG00000142784	1296	767	1344	1435	2076	2076
ENSG00000252098	0	0	0	0	0	0
ENSG00000243659	0	0	0	0	0	0
ENSG00000186501	769	309	665	487	756	756
ENSG00000206888	0	0	1	1	1	1
ENSG00000241547	4	3	5	5	7	7
ENSG00000142765	435	196	453	236	538	538
ENSG00000142733	560	307	671	286	437	437
ENSG00000142748	5	3	2	3	4	4
ENSG00000174950	10	8	7	5	12	12
ENSG00000231207	0	0	0	1	0	0
ENSG00000181773	52	30	32	14	20	20
ENSG00000158195	2518	2171	2633	2618	2888	2888
ENSG00000241169	0	0	0	0	0	0
ENSG00000237429	0	0	0	1	1	1
ENSG00000126705	228	128	289	152	288	288
ENSG00000000938	0	0	2	1	1	1
ENSG00000235912	9	3	5	1	2	2
ENSG00000233975	3	0	0	1	1	1
ENSG00000126709	5581	3230	4070	4739	5735	5735
ENSG00000225886	19	37	40	18	26	26
ENSG00000206767	0	0	0	0	0	0
ENSG00000226662	0	1	0	0	0	0
ENSG00000207095	0	0	0	0	0	0
ENSG00000287244	0	0	0	0	0	0
ENSG00000009780	217	167	183	182	172	172
ENSG00000231344	7	2	0	3	1	1
ENSG00000230833	0	0	0	1	0	0
ENSG00000117758	674	582	587	963	656	656
ENSG00000269971	0	0	2	1	1	1
ENSG00000270031	0	0	0	0	0	0
ENSG00000223062	0	0	0	0	0	0
ENSG00000286433	0	0	0	0	0	0
ENSG00000117751	1047	772	879	907	785	785
ENSG00000252947	0	0	2	0	0	0
ENSG00000130775	32	19	35	26	36	36
ENSG00000117748	1368	900	1081	999	824	824
ENSG00000130768	52	24	51	33	34	34
ENSG00000227050	0	0	0	0	0	0
ENSG00000158156	130	94	132	115	139	139
ENSG00000158161	663	659	728	748	663	663
ENSG00000238231	0	1	1	0	1	1
ENSG00000240750	0	0	0	0	0	0
ENSG00000228589	4	4	2	3	6	6
ENSG00000228943	0	0	0	0	0	0
ENSG00000214812	0	1	0	0	1	1
ENSG00000253005	0	0	0	0	0	0
ENSG00000169403	179	149	172	233	244	244
ENSG00000126698	2162	1549	1673	2050	1624	1624
ENSG00000130770	1523	963	1149	1167	1178	1178
ENSG00000270605	14	12	13	19	24	24
ENSG00000271398	0	0	0	0	1	1
ENSG00000130766	715	389	752	777	1026	1026
ENSG00000130772	415	258	305	407	394	394
ENSG00000204138	846	878	958	982	938	938
ENSG00000206779	0	0	0	0	0	0
ENSG00000229820	0	1	0	0	1	1
ENSG00000221216	0	0	0	0	0	0
ENSG00000180198	3809	2287	3295	2639	3032	3032
ENSG00000242125	724	627	730	360	406	406
ENSG00000274266	0	0	0	0	0	0
ENSG00000200087	22	21	36	10	12	12
ENSG00000231468	3	1	4	1	1	1
ENSG00000279443	34	30	38	27	19	19
ENSG00000180098	251	154	212	240	227	227
ENSG00000197989	373	275	317	251	249	249
ENSG00000221539	7	2	1	2	6	6
ENSG00000278274	0	0	0	0	0	0
ENSG00000273544	0	0	0	0	0	0
ENSG00000274582	0	0	0	0	0	0
ENSG00000280498	0	0	0	0	0	0
ENSG00000120656	729	504	510	698	590	590
ENSG00000188060	2	0	2	1	2	2
ENSG00000229388	5	5	7	6	7	7
ENSG00000270103	0	0	0	0	0	0
ENSG00000274978	0	0	0	0	0	0
ENSG00000162419	412	362	455	440	403	403
ENSG00000252777	0	0	0	0	0	0
ENSG00000198492	1608	1264	1502	1606	1354	1354
ENSG00000116329	9	9	3	7	8	8
ENSG00000233427	0	0	0	1	0	0
ENSG00000199756	0	0	0	0	0	0
ENSG00000159023	1174	1179	1325	1805	1497	1497
ENSG00000225616	45	34	29	16	27	27
ENSG00000206704	0	0	0	0	0	0
ENSG00000277958	0	0	0	0	0	0
ENSG00000253304	2	1	1	1	1	1
ENSG00000225750	0	0	0	0	0	0
ENSG00000116350	1703	1218	1618	1321	1550	1550
ENSG00000277916	0	0	0	0	0	0
ENSG00000116353	445	241	406	299	380	380
ENSG00000237934	1	4	2	1	2	2
ENSG00000060656	965	502	980	922	1419	1419
ENSG00000230523	0	0	1	0	0	0
ENSG00000225011	0	0	0	0	0	0
ENSG00000228176	0	0	0	0	0	0
ENSG00000284676	0	0	1	0	0	0
ENSG00000270927	0	0	0	0	0	0
ENSG00000233399	0	0	0	0	0	0
ENSG00000233372	0	0	0	0	0	0
ENSG00000231251	0	0	0	1	0	0
ENSG00000236335	0	0	0	0	0	0
ENSG00000231949	0	0	0	0	0	0
ENSG00000162510	4	2	2	1	1	1
ENSG00000186056	61	40	63	40	46	46
ENSG00000287510	1	0	0	0	1	1
ENSG00000162511	8	3	6	8	4	4
ENSG00000264773	0	0	0	0	0	0
ENSG00000229607	0	0	0	1	0	0
ENSG00000223382	5	8	3	6	5	5
ENSG00000222784	0	0	0	0	0	0
ENSG00000235143	0	0	0	0	0	0
ENSG00000162512	822	504	845	742	991	991
ENSG00000266210	0	0	0	0	0	0
ENSG00000134644	2067	2167	2614	2364	2399	2399
ENSG00000237329	0	0	0	0	0	0
ENSG00000232768	0	0	0	0	0	0
ENSG00000215900	0	0	0	0	0	0
ENSG00000225142	2	2	2	1	0	0
ENSG00000084628	162	71	113	46	39	39
ENSG00000060688	1027	679	824	738	625	625
ENSG00000229447	3	6	5	0	2	2
ENSG00000121766	597	386	487	521	453	453
ENSG00000229044	0	0	0	0	0	0
ENSG00000121769	5	15	12	9	11	11
ENSG00000168528	136	57	169	156	258	258
ENSG00000215899	40	31	43	1	1	1
ENSG00000206981	0	0	0	0	0	0
ENSG00000260386	0	0	0	0	0	0
ENSG00000265961	0	0	0	0	0	0
ENSG00000284543	0	0	0	1	0	0
ENSG00000229167	0	0	0	0	0	0
ENSG00000142910	4	1	5	6	6	6
ENSG00000121764	0	0	1	0	1	1
ENSG00000162517	1430	846	1108	1119	1257	1257
ENSG00000235790	2	1	5	2	1	1
ENSG00000264078	0	0	0	0	0	0
ENSG00000084636	40	38	50	31	64	64
ENSG00000121753	121	57	155	65	114	114
ENSG00000266580	0	0	0	0	0	0
ENSG00000254545	0	0	0	0	0	0
ENSG00000134668	72	32	84	42	73	73
ENSG00000203620	2	0	0	0	1	1
ENSG00000269967	0	1	0	0	0	0
ENSG00000184007	3559	2840	2913	3387	2616	2616
ENSG00000228634	0	0	1	0	1	1
ENSG00000284702	0	0	0	0	0	0
ENSG00000121774	5100	3975	4373	5174	4200	4200
ENSG00000203325	0	2	0	0	1	1
ENSG00000121775	233	96	222	170	188	188
ENSG00000266203	0	0	0	0	0	0
ENSG00000276493	0	0	0	0	0	0
ENSG00000025800	1906	1711	2011	2147	1901	1901
ENSG00000250135	0	0	0	0	0	0
ENSG00000084652	1850	1440	1889	1468	1679	1679
ENSG00000160050	19	13	11	8	23	23
ENSG00000224066	0	1	0	0	1	1
ENSG00000160051	217	145	152	133	147	147
ENSG00000222046	3	1	4	0	2	2
ENSG00000160055	133	102	113	119	104	104
ENSG00000084623	4949	3360	3798	4403	4265	4265
ENSG00000220785	23	20	25	12	29	29
ENSG00000183615	11	4	14	6	9	9
ENSG00000182866	1	0	0	0	0	0
ENSG00000277617	0	0	0	0	0	0
ENSG00000252450	0	0	0	0	0	0
ENSG00000116478	4114	3058	3216	3832	3731	3731
ENSG00000175130	3469	1692	2666	2681	2839	2839
ENSG00000233775	2	1	0	1	0	0
ENSG00000162526	3	2	3	2	4	4
ENSG00000225828	11	9	14	5	15	15
ENSG00000160058	1529	949	1332	1717	1838	1838
ENSG00000224333	0	0	0	0	0	0
ENSG00000270850	0	0	0	0	0	0
ENSG00000229259	0	0	0	0	0	0
ENSG00000263529	0	0	0	0	0	0
ENSG00000254553	0	0	0	0	0	0
ENSG00000273274	2	2	7	4	3	3
ENSG00000160062	175	161	171	161	98	98
ENSG00000176261	505	333	391	414	333	333
ENSG00000200591	0	0	0	0	0	0
ENSG00000162521	2136	1930	2212	2040	1622	1622
ENSG00000162520	1	2	1	7	8	8
ENSG00000224409	1	3	3	3	2	2
ENSG00000162522	4342	2427	4255	4926	7432	7432
ENSG00000134684	2886	2170	2434	2210	1911	1911
ENSG00000116497	601	588	602	652	488	488
ENSG00000160097	20	21	16	23	22	22
ENSG00000121905	8	3	9	9	17	17
ENSG00000121900	647	158	645	324	650	650
ENSG00000287691	2	3	1	0	0	0
ENSG00000116514	487	363	470	483	476	476
ENSG00000278966	0	0	0	0	0	0
ENSG00000217644	0	1	0	0	0	0
ENSG00000239670	0	0	0	0	0	0
ENSG00000236065	2	1	0	0	1	1
ENSG00000004455	1955	1477	1716	1426	1333	1333
ENSG00000276645	0	0	0	0	0	0
ENSG00000142920	22	20	19	19	36	36
ENSG00000278997	16	7	13	13	25	25
ENSG00000116525	293	207	327	317	383	383
ENSG00000279179	3	5	9	5	12	12
ENSG00000284721	0	0	0	0	0	0
ENSG00000160094	620	394	655	585	866	866
ENSG00000270115	2	6	8	6	3	3
ENSG00000184389	0	0	0	0	1	1
ENSG00000225313	13	15	18	3	12	12
ENSG00000134686	1200	609	1043	857	1146	1146
ENSG00000284154	0	1	0	0	1	1
ENSG00000222112	1	1	1	0	1	1
ENSG00000233246	2	1	0	0	1	1
ENSG00000234512	0	0	0	0	0	0
ENSG00000121903	105	95	113	156	127	127
ENSG00000235907	1	0	1	0	0	0
ENSG00000121904	1	0	0	1	0	0
ENSG00000227000	0	0	0	0	0	0
ENSG00000176256	0	0	0	0	0	0
ENSG00000231163	0	0	0	0	0	0
ENSG00000201148	0	0	0	0	0	0
ENSG00000142698	0	0	0	0	0	0
ENSG00000270241	0	0	0	0	0	0
ENSG00000287703	0	0	0	0	0	0
ENSG00000207941	0	0	0	0	0	0
ENSG00000163866	666	427	534	507	559	559
ENSG00000189280	22	15	18	25	26	26
ENSG00000189433	4	3	4	2	1	1
ENSG00000255811	0	0	0	0	0	0
ENSG00000188910	179	91	158	97	111	111
ENSG00000187513	1	0	0	0	0	0
ENSG00000230163	0	0	0	0	0	0
ENSG00000116544	35	17	43	15	34	34
ENSG00000284773	13	8	11	14	12	12
ENSG00000241014	1	3	6	5	4	4
ENSG00000271741	0	0	0	0	0	0
ENSG00000243749	0	0	0	0	0	0
ENSG00000163867	189	172	180	203	133	133
ENSG00000197056	305	371	356	370	226	226
ENSG00000233940	0	0	0	0	0	0
ENSG00000228348	1	0	4	1	0	0
ENSG00000284640	1	0	1	0	0	0
ENSG00000116560	7635	6731	7189	5447	4753	4753
ENSG00000201868	0	0	0	0	0	0
ENSG00000146463	1345	1502	1590	1788	1362	1362
ENSG00000240374	0	0	0	0	0	0
ENSG00000201542	0	0	0	0	0	0
ENSG00000229994	2	1	1	3	0	0
ENSG00000227409	0	0	0	0	0	0
ENSG00000278702	1	1	2	0	0	0
ENSG00000142687	1402	1206	1492	1980	1994	1994
ENSG00000236274	0	0	0	0	0	0
ENSG00000020129	638	300	576	368	726	726
ENSG00000239636	1	0	1	1	0	0
ENSG00000116819	3	5	2	3	4	4
ENSG00000126067	2736	1737	2247	1913	1940	1940
ENSG00000142686	630	459	528	406	427	427
ENSG00000092853	856	961	1071	479	376	376
ENSG00000232335	0	0	1	0	0	0
ENSG00000134698	401	432	479	632	607	607
ENSG00000092847	1371	1289	1545	1441	1548	1548
ENSG00000271164	0	0	0	0	0	0
ENSG00000286899	0	0	0	0	0	0
ENSG00000271914	0	0	0	0	0	0
ENSG00000126070	366	419	439	409	311	311
ENSG00000271554	0	0	0	0	1	1
ENSG00000232862	0	0	1	0	1	1
ENSG00000092850	0	3	4	1	1	1
ENSG00000116863	669	362	466	470	522	522
ENSG00000171812	0	1	2	2	0	0
ENSG00000054116	1216	757	855	1063	946	946
ENSG00000116871	858	412	762	609	847	847
ENSG00000264592	0	0	0	0	0	0
ENSG00000054118	3226	3060	3235	3655	3434	3434
ENSG00000231849	0	1	0	0	0	0
ENSG00000214193	430	368	585	264	507	507
ENSG00000142694	0	0	0	0	0	0
ENSG00000286379	3	9	10	4	13	13
ENSG00000196182	829	470	832	688	1081	1081
ENSG00000181817	396	226	291	243	318	318
ENSG00000222821	0	0	0	0	0	0
ENSG00000116885	153	83	109	211	205	205
ENSG00000201448	1	0	0	1	1	1
ENSG00000116898	1470	867	998	1177	1011	1011
ENSG00000119535	4	0	4	0	2	2
ENSG00000230214	0	0	0	0	0	0
ENSG00000284705	0	2	2	0	0	0
ENSG00000284720	0	0	0	0	0	0
ENSG00000234481	0	0	0	0	0	0
ENSG00000163873	315	276	398	71	67	67
ENSG00000284650	0	0	0	0	0	0
ENSG00000223944	1	0	0	0	0	0
ENSG00000264698	0	0	0	0	0	0
ENSG00000207328	0	0	0	0	0	0
ENSG00000252368	0	0	0	0	0	0
ENSG00000230451	0	0	0	0	0	0
ENSG00000233621	57	29	42	76	85	85
ENSG00000163874	578	264	609	354	617	617
ENSG00000283724	0	0	0	0	0	0
ENSG00000163875	1404	1102	1154	1613	1181	1181
ENSG00000263675	0	1	3	0	1	1
ENSG00000163877	497	394	480	546	510	510
ENSG00000232273	3	3	2	4	1	1
ENSG00000237749	17	8	11	3	2	2
ENSG00000163879	2	2	5	4	4	4
ENSG00000134697	1902	1478	1578	1415	1162	1162
ENSG00000284748	0	0	0	0	0	0
ENSG00000169218	38	14	27	1	8	8
ENSG00000116922	424	392	467	360	325	325
ENSG00000134690	1283	870	975	703	706	706
ENSG00000183317	272	115	243	153	203	203
ENSG00000200421	0	0	0	0	0	0
ENSG00000214141	0	3	0	5	2	2
ENSG00000227416	0	0	1	0	0	0
ENSG00000185090	747	317	586	377	464	464
ENSG00000233728	0	0	0	0	0	0
ENSG00000196449	481	335	405	334	250	250
ENSG00000197982	357	201	299	294	269	269
ENSG00000188786	645	711	781	724	638	638
ENSG00000235673	0	0	0	0	0	0
ENSG00000204084	331	315	351	336	310	310
ENSG00000230955	0	0	0	0	0	0
ENSG00000252448	0	0	0	0	0	0
ENSG00000222282	0	0	0	0	0	0
ENSG00000277168	0	0	0	0	0	0
ENSG00000183431	2476	1847	1970	2041	1667	1667
ENSG00000212541	0	0	0	0	2	2
ENSG00000183386	85	47	82	59	76	76
ENSG00000183520	952	709	713	746	568	568
ENSG00000185668	1	2	4	2	1	1
ENSG00000224592	1	0	0	0	0	0
ENSG00000223589	0	0	0	0	0	0
ENSG00000265596	0	0	0	0	0	0
ENSG00000284623	0	0	0	0	0	0
ENSG00000286552	0	0	0	0	0	0
ENSG00000287987	0	0	0	0	0	0
ENSG00000237290	0	0	0	0	0	0
ENSG00000275350	0	0	0	0	0	0
ENSG00000200796	0	0	0	0	0	0
ENSG00000238063	0	0	0	0	0	0
ENSG00000215895	10	8	3	3	3	3
ENSG00000284632	0	0	0	0	0	0
ENSG00000116954	357	250	254	318	274	274
ENSG00000273637	0	0	0	0	0	0
ENSG00000228436	19	8	16	17	34	34
ENSG00000214114	767	493	566	574	392	392
ENSG00000274944	0	0	0	0	0	0
ENSG00000131233	0	1	0	0	1	1
ENSG00000158315	1	3	2	2	4	4
ENSG00000199963	0	0	0	0	0	0
ENSG00000207466	0	0	0	0	0	0
ENSG00000235549	0	0	0	0	0	0
ENSG00000174574	1135	940	1073	1118	939	939
ENSG00000168653	2655	1672	1874	1986	2027	2027
ENSG00000127603	1602	2624	2705	1603	1426	1426
ENSG00000206654	0	0	0	0	0	0
ENSG00000222378	0	0	0	0	0	0
ENSG00000287422	0	0	0	0	0	0
ENSG00000226438	0	0	0	0	0	0
ENSG00000217897	2	1	1	0	0	0
ENSG00000183682	30	35	39	33	42	42
ENSG00000237624	0	0	0	1	0	0
ENSG00000243970	9	7	11	6	9	9
ENSG00000090621	3844	2710	3504	3131	2895	2895
ENSG00000228060	2	7	12	3	2	2
ENSG00000201457	0	0	0	0	0	0
ENSG00000163909	36	18	30	35	43	43
ENSG00000225903	0	0	0	0	0	0
ENSG00000116981	0	0	0	0	0	0
ENSG00000116983	7	2	5	5	2	2
ENSG00000084072	1197	896	1035	1132	1059	1059
ENSG00000225333	0	0	0	0	0	0
ENSG00000252413	0	0	0	0	0	0
ENSG00000116985	199	118	193	145	149	149
ENSG00000198754	2	0	0	0	0	0
ENSG00000285905	0	0	2	1	1	1
ENSG00000261798	4	4	3	4	5	5
ENSG00000229213	0	0	0	0	0	0
ENSG00000284719	3	4	3	9	4	4
ENSG00000284678	0	0	0	2	0	0
ENSG00000043514	443	306	356	387	289	289
ENSG00000202222	0	0	0	0	0	0
ENSG00000116990	130	74	90	131	140	140
ENSG00000236546	1	2	1	2	0	0
ENSG00000207356	0	0	0	0	0	0
ENSG00000168389	57	26	49	28	50	50
ENSG00000228477	3	2	3	0	1	1
